{'carton_id': 'P-334', 'container_id': 'U1', 'x': 65.0, 'y': 71.0, 'z': 51.0, 'DimX': 65.0, 'DimY': 99.0, 'DimZ': 54.0, 'weight': 103, 'cost': 102, 'Priority': 'Economy'}
{'carton_id': 'P-345', 'container_id': 'U3', 'x': 157, 'y': 256, 'z': 16, 'DimX': 78, 'DimY': 43, 'DimZ': 47, 'weight': 43, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-324', 'container_id': 'U3', 'x': 163, 'y': 0, 'z': 158, 'DimX': 40, 'DimY': 41, 'DimZ': 68, 'weight': 27, 'cost': 122, 'Priority': 'Economy'}
{'carton_id': 'P-315', 'container_id': 'U3', 'x': 163, 'y': 181, 'z': 10, 'DimX': 50, 'DimY': 75, 'DimZ': 53, 'weight': 14, 'cost': 104, 'Priority': 'Economy'}
{'carton_id': 'P-170', 'container_id': 'U3', 'x': 163, 'y': 239, 'z': 121, 'DimX': 81, 'DimY': 44, 'DimZ': 100, 'weight': 39, 'cost': 120, 'Priority': 'Economy'}
{'carton_id': 'P-305', 'container_id': 'U3', 'x': 175, 'y': 0, 'z': 95, 'DimX': 53, 'DimY': 58, 'DimZ': 63, 'weight': 22, 'cost': 104, 'Priority': 'Economy'}
{'carton_id': 'P-1', 'container_id': 'U3', 'x': 179, 'y': 58, 'z': 145, 'DimX': 53, 'DimY': 55, 'DimZ': 99, 'weight': 61, 'cost': 176, 'Priority': 'Economy'}
{'carton_id': 'P-320', 'container_id': 'U3', 'x': 179, 'y': 65, 'z': 81, 'DimX': 53, 'DimY': 57, 'DimZ': 64, 'weight': 55, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-44', 'container_id': 'U3', 'x': 181, 'y': 113, 'z': 197, 'DimX': 49, 'DimY': 84, 'DimZ': 40, 'weight': 28, 'cost': 87, 'Priority': 'Economy'}
{'carton_id': 'P-147', 'container_id': 'U3', 'x': 184, 'y': 126, 'z': 9, 'DimX': 46, 'DimY': 55, 'DimZ': 65, 'weight': 36, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-329', 'container_id': 'U3', 'x': 186, 'y': 0, 'z': 1, 'DimX': 58, 'DimY': 65, 'DimZ': 94, 'weight': 26, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-214', 'container_id': 'U3', 'x': 186, 'y': 65, 'z': 0, 'DimX': 58, 'DimY': 61, 'DimZ': 81, 'weight': 40, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-167', 'container_id': 'U3', 'x': 188, 'y': 126, 'z': 74, 'DimX': 47, 'DimY': 100, 'DimZ': 50, 'weight': 33, 'cost': 124, 'Priority': 'Economy'}
{'carton_id': 'P-66', 'container_id': 'U3', 'x': 190, 'y': 226, 'z': 63, 'DimX': 47, 'DimY': 86, 'DimZ': 50, 'weight': 53, 'cost': 72, 'Priority': 'Economy'}
{'carton_id': 'P-380', 'container_id': 'U3', 'x': 203, 'y': 0, 'z': 158, 'DimX': 41, 'DimY': 56, 'DimZ': 62, 'weight': 22, 'cost': 102, 'Priority': 'Economy'}
{'carton_id': 'P-261', 'container_id': 'U4', 'x': 0, 'y': 61, 'z': 103, 'DimX': 42, 'DimY': 77, 'DimZ': 100, 'weight': 80, 'cost': 114, 'Priority': 'Economy'}
{'carton_id': 'P-169', 'container_id': 'U4', 'x': 0, 'y': 173, 'z': 0, 'DimX': 48, 'DimY': 87, 'DimZ': 94, 'weight': 102, 'cost': 136, 'Priority': 'Economy'}
{'carton_id': 'P-369', 'container_id': 'U4', 'x': 0, 'y': 219, 'z': 96, 'DimX': 58, 'DimY': 75, 'DimZ': 84, 'weight': 92, 'cost': 110, 'Priority': 'Economy'}
{'carton_id': 'P-166', 'container_id': 'U4', 'x': 2, 'y': 0, 'z': 0, 'DimX': 62, 'DimY': 84, 'DimZ': 103, 'weight': 142, 'cost': 134, 'Priority': 'Economy'}
{'carton_id': 'P-246', 'container_id': 'U4', 'x': 2, 'y': 0, 'z': 103, 'DimX': 60, 'DimY': 61, 'DimZ': 102, 'weight': 58, 'cost': 106, 'Priority': 'Economy'}
{'carton_id': 'P-208', 'container_id': 'U4', 'x': 3, 'y': 84, 'z': 0, 'DimX': 50, 'DimY': 89, 'DimZ': 102, 'weight': 117, 'cost': 127, 'Priority': 'Economy'}
{'carton_id': 'P-28', 'container_id': 'U4', 'x': 4, 'y': 138, 'z': 102, 'DimX': 64, 'DimY': 81, 'DimZ': 95, 'weight': 70, 'cost': 139, 'Priority': 'Economy'}
{'carton_id': 'P-337', 'container_id': 'U4', 'x': 4, 'y': 233, 'z': 201, 'DimX': 102, 'DimY': 77, 'DimZ': 40, 'weight': 52, 'cost': 102, 'Priority': 'Economy'}
{'carton_id': 'P-392', 'container_id': 'U4', 'x': 5, 'y': 138, 'z': 197, 'DimX': 63, 'DimY': 87, 'DimZ': 40, 'weight': 59, 'cost': 74, 'Priority': 'Economy'}
{'carton_id': 'P-135', 'container_id': 'U4', 'x': 42, 'y': 71, 'z': 109, 'DimX': 45, 'DimY': 66, 'DimZ': 108, 'weight': 56, 'cost': 132, 'Priority': 'Economy'}
{'carton_id': 'P-76', 'container_id': 'U4', 'x': 48, 'y': 189, 'z': 0, 'DimX': 40, 'DimY': 92, 'DimZ': 96, 'weight': 81, 'cost': 123, 'Priority': 'Economy'}
{'carton_id': 'P-164', 'container_id': 'U4', 'x': 53, 'y': 102, 'z': 0, 'DimX': 40, 'DimY': 87, 'DimZ': 102, 'weight': 99, 'cost': 124, 'Priority': 'Economy'}
{'carton_id': 'P-398', 'container_id': 'U4', 'x': 58, 'y': 233, 'z': 98, 'DimX': 52, 'DimY': 85, 'DimZ': 103, 'weight': 68, 'cost': 130, 'Priority': 'Economy'}
{'carton_id': 'P-220', 'container_id': 'U4', 'x': 62, 'y': 0, 'z': 109, 'DimX': 44, 'DimY': 71, 'DimZ': 104, 'weight': 80, 'cost': 137, 'Priority': 'Economy'}
{'carton_id': 'P-396', 'container_id': 'U4', 'x': 64, 'y': 0, 'z': 0, 'DimX': 42, 'DimY': 102, 'DimZ': 109, 'weight': 118, 'cost': 120, 'Priority': 'Economy'}
{'carton_id': 'P-39', 'container_id': 'U4', 'x': 68, 'y': 166, 'z': 102, 'DimX': 61, 'DimY': 64, 'DimZ': 96, 'weight': 61, 'cost': 111, 'Priority': 'Economy'}
{'carton_id': 'P-53', 'container_id': 'U4', 'x': 68, 'y': 166, 'z': 198, 'DimX': 106, 'DimY': 53, 'DimZ': 44, 'weight': 14, 'cost': 74, 'Priority': 'Economy'}
{'carton_id': 'P-58', 'container_id': 'U4', 'x': 87, 'y': 71, 'z': 109, 'DimX': 55, 'DimY': 95, 'DimZ': 102, 'weight': 126, 'cost': 134, 'Priority': 'Economy'}
{'carton_id': 'P-313', 'container_id': 'U4', 'x': 88, 'y': 235, 'z': 0, 'DimX': 54, 'DimY': 54, 'DimZ': 91, 'weight': 73, 'cost': 120, 'Priority': 'Economy'}
{'carton_id': 'P-247', 'container_id': 'U4', 'x': 93, 'y': 156, 'z': 0, 'DimX': 62, 'DimY': 79, 'DimZ': 98, 'weight': 61, 'cost': 136, 'Priority': 'Economy'}
{'carton_id': 'P-122', 'container_id': 'U4', 'x': 106, 'y': 0, 'z': 0, 'DimX': 46, 'DimY': 77, 'DimZ': 104, 'weight': 67, 'cost': 105, 'Priority': 'Economy'}
{'carton_id': 'P-87', 'container_id': 'U4', 'x': 106, 'y': 0, 'z': 104, 'DimX': 53, 'DimY': 54, 'DimZ': 107, 'weight': 84, 'cost': 116, 'Priority': 'Economy'}
{'carton_id': 'P-78', 'container_id': 'U4', 'x': 106, 'y': 77, 'z': 0, 'DimX': 42, 'DimY': 74, 'DimZ': 104, 'weight': 85, 'cost': 116, 'Priority': 'Economy'}
{'carton_id': 'P-384', 'container_id': 'U4', 'x': 110, 'y': 250, 'z': 162, 'DimX': 69, 'DimY': 60, 'DimZ': 73, 'weight': 16, 'cost': 97, 'Priority': 'Economy'}
{'carton_id': 'P-331', 'container_id': 'U4', 'x': 110, 'y': 275, 'z': 91, 'DimX': 88, 'DimY': 43, 'DimZ': 71, 'weight': 64, 'cost': 91, 'Priority': 'Economy'}
{'carton_id': 'P-171', 'container_id': 'U4', 'x': 129, 'y': 195, 'z': 98, 'DimX': 50, 'DimY': 55, 'DimZ': 93, 'weight': 55, 'cost': 110, 'Priority': 'Economy'}
{'carton_id': 'P-227', 'container_id': 'U4', 'x': 142, 'y': 54, 'z': 104, 'DimX': 59, 'DimY': 73, 'DimZ': 96, 'weight': 58, 'cost': 118, 'Priority': 'Economy'}
{'carton_id': 'P-225', 'container_id': 'U4', 'x': 142, 'y': 127, 'z': 104, 'DimX': 54, 'DimY': 68, 'DimZ': 93, 'weight': 52, 'cost': 98, 'Priority': 'Economy'}
{'carton_id': 'P-373', 'container_id': 'U4', 'x': 142, 'y': 238, 'z': 0, 'DimX': 62, 'DimY': 72, 'DimZ': 84, 'weight': 108, 'cost': 105, 'Priority': 'Economy'}
{'carton_id': 'P-234', 'container_id': 'U4', 'x': 152, 'y': 0, 'z': 0, 'DimX': 43, 'DimY': 65, 'DimZ': 104, 'weight': 60, 'cost': 101, 'Priority': 'Economy'}
{'carton_id': 'P-335', 'container_id': 'U4', 'x': 152, 'y': 65, 'z': 0, 'DimX': 57, 'DimY': 91, 'DimZ': 95, 'weight': 47, 'cost': 140, 'Priority': 'Economy'}
{'carton_id': 'P-307', 'container_id': 'U4', 'x': 155, 'y': 156, 'z': 0, 'DimX': 43, 'DimY': 82, 'DimZ': 96, 'weight': 100, 'cost': 123, 'Priority': 'Economy'}
{'carton_id': 'P-186', 'container_id': 'U4', 'x': 159, 'y': 0, 'z': 104, 'DimX': 84, 'DimY': 47, 'DimZ': 93, 'weight': 60, 'cost': 118, 'Priority': 'Economy'}
{'carton_id': 'P-355', 'container_id': 'U4', 'x': 159, 'y': 0, 'z': 197, 'DimX': 60, 'DimY': 52, 'DimZ': 45, 'weight': 42, 'cost': 72, 'Priority': 'Economy'}
{'carton_id': 'P-278', 'container_id': 'U4', 'x': 159, 'y': 52, 'z': 200, 'DimX': 73, 'DimY': 80, 'DimZ': 44, 'weight': 60, 'cost': 96, 'Priority': 'Economy'}
{'carton_id': 'P-57', 'container_id': 'U4', 'x': 179, 'y': 195, 'z': 185, 'DimX': 64, 'DimY': 83, 'DimZ': 59, 'weight': 32, 'cost': 137, 'Priority': 'Economy'}
{'carton_id': 'P-391', 'container_id': 'U4', 'x': 179, 'y': 202, 'z': 98, 'DimX': 65, 'DimY': 73, 'DimZ': 87, 'weight': 71, 'cost': 122, 'Priority': 'Economy'}
{'carton_id': 'P-27', 'container_id': 'U4', 'x': 195, 'y': 0, 'z': 0, 'DimX': 49, 'DimY': 62, 'DimZ': 93, 'weight': 18, 'cost': 122, 'Priority': 'Economy'}
{'carton_id': 'P-276', 'container_id': 'U4', 'x': 196, 'y': 135, 'z': 98, 'DimX': 46, 'DimY': 62, 'DimZ': 69, 'weight': 29, 'cost': 70, 'Priority': 'Economy'}
{'carton_id': 'P-32', 'container_id': 'U4', 'x': 198, 'y': 156, 'z': 0, 'DimX': 44, 'DimY': 70, 'DimZ': 98, 'weight': 53, 'cost': 124, 'Priority': 'Economy'}
{'carton_id': 'P-62', 'container_id': 'U4', 'x': 201, 'y': 47, 'z': 95, 'DimX': 43, 'DimY': 88, 'DimZ': 92, 'weight': 25, 'cost': 84, 'Priority': 'Economy'}
{'carton_id': 'P-264', 'container_id': 'U5', 'x': 0, 'y': 93, 'z': 110, 'DimX': 68, 'DimY': 60, 'DimZ': 108, 'weight': 35, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-73', 'container_id': 'U5', 'x': 1, 'y': 7, 'z': 220, 'DimX': 86, 'DimY': 104, 'DimZ': 63, 'weight': 79, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-274', 'container_id': 'U5', 'x': 1, 'y': 95, 'z': 0, 'DimX': 75, 'DimY': 88, 'DimZ': 110, 'weight': 114, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-297', 'container_id': 'U5', 'x': 1, 'y': 183, 'z': 1, 'DimX': 68, 'DimY': 101, 'DimZ': 103, 'weight': 149, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-285', 'container_id': 'U5', 'x': 4, 'y': 111, 'z': 220, 'DimX': 81, 'DimY': 108, 'DimZ': 54, 'weight': 78, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-394', 'container_id': 'U5', 'x': 4, 'y': 154, 'z': 110, 'DimX': 81, 'DimY': 90, 'DimZ': 109, 'weight': 68, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-2', 'container_id': 'U5', 'x': 4, 'y': 219, 'z': 219, 'DimX': 81, 'DimY': 99, 'DimZ': 56, 'weight': 53, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-365', 'container_id': 'U5', 'x': 5, 'y': 0, 'z': 0, 'DimX': 88, 'DimY': 95, 'DimZ': 110, 'weight': 217, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-129', 'container_id': 'U5', 'x': 9, 'y': 8, 'z': 110, 'DimX': 59, 'DimY': 85, 'DimZ': 110, 'weight': 64, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-238', 'container_id': 'U5', 'x': 18, 'y': 244, 'z': 104, 'DimX': 50, 'DimY': 69, 'DimZ': 102, 'weight': 74, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-23', 'container_id': 'U5', 'x': 68, 'y': 7, 'z': 110, 'DimX': 50, 'DimY': 51, 'DimZ': 110, 'weight': 59, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-165', 'container_id': 'U5', 'x': 68, 'y': 58, 'z': 110, 'DimX': 93, 'DimY': 96, 'DimZ': 103, 'weight': 267, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-148', 'container_id': 'U5', 'x': 68, 'y': 249, 'z': 109, 'DimX': 49, 'DimY': 67, 'DimZ': 100, 'weight': 50, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-333', 'container_id': 'U5', 'x': 69, 'y': 190, 'z': 4, 'DimX': 72, 'DimY': 85, 'DimZ': 100, 'weight': 59, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-42', 'container_id': 'U5', 'x': 69, 'y': 275, 'z': 0, 'DimX': 62, 'DimY': 41, 'DimZ': 109, 'weight': 46, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-252', 'container_id': 'U5', 'x': 76, 'y': 95, 'z': 0, 'DimX': 48, 'DimY': 95, 'DimZ': 110, 'weight': 139, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-124', 'container_id': 'U5', 'x': 85, 'y': 111, 'z': 213, 'DimX': 54, 'DimY': 104, 'DimZ': 72, 'weight': 96, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-356', 'container_id': 'U5', 'x': 85, 'y': 154, 'z': 110, 'DimX': 77, 'DimY': 95, 'DimZ': 99, 'weight': 133, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-139', 'container_id': 'U5', 'x': 85, 'y': 219, 'z': 210, 'DimX': 84, 'DimY': 96, 'DimZ': 75, 'weight': 123, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-319', 'container_id': 'U5', 'x': 87, 'y': 8, 'z': 220, 'DimX': 101, 'DimY': 102, 'DimZ': 48, 'weight': 144, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-346', 'container_id': 'U5', 'x': 93, 'y': 0, 'z': 0, 'DimX': 83, 'DimY': 95, 'DimZ': 110, 'weight': 54, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-207', 'container_id': 'U5', 'x': 117, 'y': 265, 'z': 109, 'DimX': 70, 'DimY': 45, 'DimZ': 95, 'weight': 46, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-80', 'container_id': 'U5', 'x': 118, 'y': 14, 'z': 110, 'DimX': 43, 'DimY': 44, 'DimZ': 85, 'weight': 20, 'cost': 127, 'Priority': 'Economy'}
{'carton_id': 'P-105', 'container_id': 'U5', 'x': 124, 'y': 95, 'z': 1, 'DimX': 80, 'DimY': 95, 'DimZ': 103, 'weight': 225, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-295', 'container_id': 'U5', 'x': 139, 'y': 110, 'z': 216, 'DimX': 49, 'DimY': 109, 'DimZ': 69, 'weight': 32, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-282', 'container_id': 'U5', 'x': 141, 'y': 190, 'z': 0, 'DimX': 54, 'DimY': 92, 'DimZ': 107, 'weight': 147, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-145', 'container_id': 'U5', 'x': 162, 'y': 95, 'z': 104, 'DimX': 75, 'DimY': 79, 'DimZ': 106, 'weight': 66, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-211', 'container_id': 'U5', 'x': 163, 'y': 0, 'z': 110, 'DimX': 81, 'DimY': 95, 'DimZ': 96, 'weight': 142, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-133', 'container_id': 'U5', 'x': 169, 'y': 174, 'z': 107, 'DimX': 63, 'DimY': 91, 'DimZ': 109, 'weight': 174, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-94', 'container_id': 'U5', 'x': 169, 'y': 219, 'z': 216, 'DimX': 66, 'DimY': 98, 'DimZ': 67, 'weight': 95, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-41', 'container_id': 'U5', 'x': 176, 'y': 3, 'z': 3, 'DimX': 68, 'DimY': 90, 'DimZ': 104, 'weight': 72, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-326', 'container_id': 'U5', 'x': 187, 'y': 265, 'z': 107, 'DimX': 51, 'DimY': 45, 'DimZ': 84, 'weight': 17, 'cost': 136, 'Priority': 'Economy'}
{'carton_id': 'P-162', 'container_id': 'U5', 'x': 188, 'y': 7, 'z': 210, 'DimX': 46, 'DimY': 104, 'DimZ': 65, 'weight': 36, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-224', 'container_id': 'U5', 'x': 188, 'y': 111, 'z': 216, 'DimX': 56, 'DimY': 99, 'DimZ': 68, 'weight': 103, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-103', 'container_id': 'U5', 'x': 195, 'y': 190, 'z': 2, 'DimX': 44, 'DimY': 78, 'DimZ': 102, 'weight': 84, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-221', 'container_id': 'U5', 'x': 195, 'y': 268, 'z': 36, 'DimX': 44, 'DimY': 49, 'DimZ': 68, 'weight': 13, 'cost': 86, 'Priority': 'Economy'}
{'carton_id': 'P-202', 'container_id': 'U5', 'x': 204, 'y': 93, 'z': 10, 'DimX': 40, 'DimY': 52, 'DimZ': 94, 'weight': 57, 'cost': 105, 'Priority': 'Economy'}
{'carton_id': 'P-130', 'container_id': 'U5', 'x': 204, 'y': 145, 'z': 26, 'DimX': 40, 'DimY': 45, 'DimZ': 78, 'weight': 18, 'cost': 79, 'Priority': 'Economy'}
{'carton_id': 'P-300', 'container_id': 'U6', 'x': 0, 'y': 0, 'z': 0, 'DimX': 69, 'DimY': 97, 'DimZ': 101, 'weight': 57, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-177', 'container_id': 'U6', 'x': 0, 'y': 148, 'z': 0, 'DimX': 44, 'DimY': 41, 'DimZ': 99, 'weight': 17, 'cost': 77, 'Priority': 'Economy'}
{'carton_id': 'P-71', 'container_id': 'U6', 'x': 1, 'y': 0, 'z': 198, 'DimX': 43, 'DimY': 99, 'DimZ': 60, 'weight': 41, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-45', 'container_id': 'U6', 'x': 2, 'y': 88, 'z': 101, 'DimX': 72, 'DimY': 81, 'DimZ': 91, 'weight': 92, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-3', 'container_id': 'U6', 'x': 2, 'y': 97, 'z': 0, 'DimX': 42, 'DimY': 51, 'DimZ': 101, 'weight': 17, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-68', 'container_id': 'U6', 'x': 2, 'y': 232, 'z': 96, 'DimX': 46, 'DimY': 81, 'DimZ': 92, 'weight': 62, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-20', 'container_id': 'U6', 'x': 3, 'y': 99, 'z': 192, 'DimX': 56, 'DimY': 106, 'DimZ': 88, 'weight': 71, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-236', 'container_id': 'U6', 'x': 3, 'y': 199, 'z': 5, 'DimX': 56, 'DimY': 56, 'DimZ': 91, 'weight': 57, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-16', 'container_id': 'U6', 'x': 4, 'y': 169, 'z': 99, 'DimX': 48, 'DimY': 63, 'DimZ': 93, 'weight': 82, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-291', 'container_id': 'U6', 'x': 4, 'y': 232, 'z': 188, 'DimX': 40, 'DimY': 74, 'DimZ': 81, 'weight': 42, 'cost': 124, 'Priority': 'Economy'}
{'carton_id': 'P-266', 'container_id': 'U6', 'x': 6, 'y': 255, 'z': 8, 'DimX': 53, 'DimY': 61, 'DimZ': 88, 'weight': 37, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-134', 'container_id': 'U6', 'x': 20, 'y': 0, 'z': 101, 'DimX': 80, 'DimY': 88, 'DimZ': 97, 'weight': 150, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-299', 'container_id': 'U6', 'x': 44, 'y': 0, 'z': 198, 'DimX': 80, 'DimY': 83, 'DimZ': 87, 'weight': 55, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-255', 'container_id': 'U6', 'x': 44, 'y': 97, 'z': 1, 'DimX': 64, 'DimY': 96, 'DimZ': 98, 'weight': 78, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-82', 'container_id': 'U6', 'x': 48, 'y': 240, 'z': 185, 'DimX': 66, 'DimY': 71, 'DimZ': 97, 'weight': 130, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-360', 'container_id': 'U6', 'x': 48, 'y': 261, 'z': 96, 'DimX': 76, 'DimY': 53, 'DimZ': 80, 'weight': 23, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-36', 'container_id': 'U6', 'x': 52, 'y': 181, 'z': 99, 'DimX': 78, 'DimY': 80, 'DimZ': 86, 'weight': 146, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-273', 'container_id': 'U6', 'x': 59, 'y': 88, 'z': 192, 'DimX': 71, 'DimY': 79, 'DimZ': 85, 'weight': 127, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-180', 'container_id': 'U6', 'x': 59, 'y': 169, 'z': 190, 'DimX': 59, 'DimY': 71, 'DimZ': 80, 'weight': 43, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-215', 'container_id': 'U6', 'x': 59, 'y': 193, 'z': 7, 'DimX': 80, 'DimY': 87, 'DimZ': 89, 'weight': 126, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-283', 'container_id': 'U6', 'x': 69, 'y': 0, 'z': 1, 'DimX': 66, 'DimY': 97, 'DimZ': 100, 'weight': 79, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-6', 'container_id': 'U6', 'x': 74, 'y': 97, 'z': 99, 'DimX': 56, 'DimY': 84, 'DimZ': 91, 'weight': 47, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-142', 'container_id': 'U6', 'x': 100, 'y': 0, 'z': 101, 'DimX': 74, 'DimY': 83, 'DimZ': 92, 'weight': 169, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-106', 'container_id': 'U6', 'x': 108, 'y': 97, 'z': 7, 'DimX': 54, 'DimY': 90, 'DimZ': 92, 'weight': 100, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-126', 'container_id': 'U6', 'x': 118, 'y': 167, 'z': 190, 'DimX': 60, 'DimY': 64, 'DimZ': 85, 'weight': 94, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-366', 'container_id': 'U6', 'x': 118, 'y': 231, 'z': 197, 'DimX': 105, 'DimY': 56, 'DimZ': 71, 'weight': 112, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-9', 'container_id': 'U6', 'x': 124, 'y': 0, 'z': 193, 'DimX': 71, 'DimY': 73, 'DimZ': 88, 'weight': 50, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-157', 'container_id': 'U6', 'x': 130, 'y': 73, 'z': 195, 'DimX': 54, 'DimY': 88, 'DimZ': 88, 'weight': 30, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-219', 'container_id': 'U6', 'x': 130, 'y': 83, 'z': 101, 'DimX': 61, 'DimY': 76, 'DimZ': 94, 'weight': 57, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-168', 'container_id': 'U6', 'x': 130, 'y': 159, 'z': 99, 'DimX': 68, 'DimY': 87, 'DimZ': 88, 'weight': 109, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-17', 'container_id': 'U6', 'x': 130, 'y': 246, 'z': 96, 'DimX': 57, 'DimY': 63, 'DimZ': 83, 'weight': 29, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-125', 'container_id': 'U6', 'x': 135, 'y': 0, 'z': 5, 'DimX': 68, 'DimY': 85, 'DimZ': 91, 'weight': 139, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-350', 'container_id': 'U6', 'x': 139, 'y': 228, 'z': 7, 'DimX': 60, 'DimY': 69, 'DimZ': 85, 'weight': 52, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-181', 'container_id': 'U6', 'x': 162, 'y': 85, 'z': 1, 'DimX': 57, 'DimY': 58, 'DimZ': 98, 'weight': 93, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-10', 'container_id': 'U6', 'x': 162, 'y': 143, 'z': 8, 'DimX': 70, 'DimY': 85, 'DimZ': 88, 'weight': 81, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-280', 'container_id': 'U6', 'x': 174, 'y': 0, 'z': 96, 'DimX': 53, 'DimY': 61, 'DimZ': 90, 'weight': 75, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-183', 'container_id': 'U6', 'x': 187, 'y': 246, 'z': 92, 'DimX': 57, 'DimY': 72, 'DimZ': 105, 'weight': 37, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-304', 'container_id': 'U6', 'x': 191, 'y': 83, 'z': 99, 'DimX': 51, 'DimY': 68, 'DimZ': 89, 'weight': 31, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-232', 'container_id': 'U6', 'x': 191, 'y': 83, 'z': 188, 'DimX': 47, 'DimY': 67, 'DimZ': 84, 'weight': 38, 'cost': 10000000, 'Priority': 'Priority'}
{'carton_id': 'P-188', 'container_id': 'U6', 'x': 191, 'y': 151, 'z': 187, 'DimX': 51, 'DimY': 51, 'DimZ': 86, 'weight': 12, 'cost': 10000000, 'Priority': 'Priority'}
